Month,Day,Year,Time,Receiver,Transmitter
3,25,2012,7:35,114986,30535
3,25,2012,7:37,114986,30535
3,25,2012,7:40,114986,30535
3,25,2012,7:43,114986,30535
3,25,2012,7:45,114986,30535
3,25,2012,7:48,114986,30535
3,25,2012,7:50,114986,30535
3,25,2012,8:00,114986,30535
3,25,2012,8:03,114986,30535
3,25,2012,8:08,114986,30535
3,25,2012,8:11,114986,30535
3,25,2012,8:13,114986,30535
3,25,2012,8:16,114986,30535
3,25,2012,8:18,114986,30535
3,25,2012,8:21,114986,30535
3,25,2012,8:23,114986,30535
3,25,2012,8:26,114986,30535
3,25,2012,8:30,114986,30535
3,25,2012,8:33,114986,30535
3,25,2012,8:35,114986,30535
3,25,2012,8:37,114986,30535
3,25,2012,8:39,114986,30535
3,25,2012,8:41,114986,30535
3,25,2012,8:42,114986,30535
3,25,2012,8:45,114986,30535
3,25,2012,8:46,114986,30535
3,25,2012,8:49,114986,30535
3,25,2012,8:51,114986,30535
3,25,2012,8:52,114986,30535
3,25,2012,8:55,114986,30535
3,25,2012,8:58,114986,30535
3,25,2012,8:59,114986,30535
3,25,2012,9:02,114986,30535
3,25,2012,9:04,114986,30535
3,25,2012,9:06,114986,30535
3,25,2012,9:08,114986,30535
3,25,2012,9:11,114986,30535
3,26,2012,0:22,114986,30563
3,26,2012,0:25,114986,30563
3,26,2012,0:27,114986,30563
3,26,2012,0:27,114986,30535
3,26,2012,0:28,114986,46420
3,26,2012,0:29,114986,46420
3,26,2012,0:35,114986,30563
3,26,2012,0:37,114986,30535
3,26,2012,0:39,114986,30535
3,26,2012,0:42,114986,30563
3,26,2012,0:42,114986,30535
3,26,2012,0:44,114986,30563
3,26,2012,0:47,114986,30563
3,26,2012,0:49,114986,30563
3,26,2012,0:51,114986,30563
3,26,2012,0:52,114986,30535
3,26,2012,0:53,114986,30563
3,26,2012,0:54,114986,30535
3,26,2012,0:55,114986,30563
3,26,2012,0:57,114986,30563
3,26,2012,0:59,114986,30535
3,26,2012,1:00,114986,30563
3,26,2012,1:01,114986,30535
3,26,2012,1:01,114986,46420
3,26,2012,1:02,114986,46420
3,26,2012,1:02,114986,30563
3,26,2012,1:03,114986,30535
3,26,2012,1:05,114986,30535
3,26,2012,1:07,114986,30563
3,26,2012,1:09,114986,30563
3,26,2012,1:10,114986,30563
3,26,2012,1:12,114986,30563
3,26,2012,1:13,114986,30563
3,26,2012,1:14,114986,30563
3,26,2012,1:16,114986,46420
3,26,2012,1:16,114986,30563
3,26,2012,1:17,114986,46420
3,26,2012,1:19,114986,30563
3,26,2012,1:21,114986,30563
3,26,2012,1:25,114986,30563
3,26,2012,1:28,114986,30563
3,26,2012,1:28,114986,46420
3,26,2012,1:30,114986,46420
3,26,2012,1:32,114986,30563
3,26,2012,1:33,114986,46420
3,26,2012,1:34,114986,46420
3,26,2012,1:34,114986,30563
3,26,2012,1:35,114986,46420
3,26,2012,1:36,114986,30563
3,26,2012,1:37,114986,46420
3,26,2012,1:41,114986,46420
3,26,2012,1:43,114986,46420
3,26,2012,1:44,114986,30563
3,26,2012,1:44,114986,46420
3,26,2012,1:45,114986,30535
3,26,2012,1:47,114986,46420
3,26,2012,1:48,114986,46420
3,26,2012,1:52,114986,30563
3,26,2012,1:54,114986,46420
3,26,2012,1:55,114986,30563
3,26,2012,1:58,114986,30563
3,26,2012,2:01,114986,30563
3,26,2012,2:03,114986,30563
3,26,2012,2:07,114986,30563
3,26,2012,2:10,114986,30563
3,26,2012,2:11,114986,30535
3,26,2012,2:11,114986,30563
3,26,2012,2:14,114986,30535
3,26,2012,2:16,114986,30563
3,26,2012,2:16,114986,30535
3,26,2012,2:19,114986,30563
3,26,2012,2:21,114986,30563
3,26,2012,2:22,114986,30535
3,26,2012,2:25,114986,30535
3,26,2012,2:27,114986,30535
3,26,2012,2:27,114986,30563
3,26,2012,2:29,114986,30535
3,26,2012,2:29,114986,30563
3,26,2012,2:30,114986,30535
3,26,2012,2:31,114986,30563
3,26,2012,2:32,114986,30535
3,26,2012,2:33,114986,30535
3,26,2012,2:35,114986,30563
3,26,2012,2:35,114986,30535
3,26,2012,2:36,114986,30563
3,26,2012,2:37,114986,30535
3,26,2012,2:37,114986,30563
3,26,2012,2:38,114986,30535
3,26,2012,2:39,114986,30563
3,26,2012,2:39,114986,30535
3,26,2012,2:40,114986,30563
3,26,2012,2:41,114986,30535
3,26,2012,2:43,114986,30535
3,26,2012,2:43,114986,30563
3,26,2012,2:45,114986,30535
3,26,2012,2:46,114986,30563
3,26,2012,2:47,114986,30535
3,26,2012,2:49,114986,30535
3,26,2012,2:51,114986,30563
3,26,2012,2:51,114986,30535
3,26,2012,2:55,114986,30535
3,26,2012,2:56,114986,30535
3,26,2012,2:57,114986,30563
3,26,2012,2:57,114986,30535
3,26,2012,2:59,114986,30535
3,26,2012,2:59,114986,30563
3,26,2012,3:03,114986,30535
3,26,2012,3:05,114986,30563
3,26,2012,3:05,114986,30535
3,26,2012,3:07,114986,30535
3,26,2012,3:10,114986,30535
3,26,2012,3:12,114986,30535
3,26,2012,3:14,114986,30535
3,26,2012,3:16,114986,30535
3,26,2012,3:19,114986,30535
3,26,2012,3:21,114986,30535
3,26,2012,3:24,114986,30535
3,26,2012,3:26,114986,30535
3,26,2012,3:30,114986,30535
3,26,2012,3:32,114986,30535
3,26,2012,3:33,114986,30535
3,26,2012,3:34,114986,30535
3,26,2012,3:35,114986,46420
3,26,2012,3:36,114986,30535
3,26,2012,3:37,114986,46420
3,26,2012,3:37,114986,30535
3,26,2012,3:40,114986,30535
3,26,2012,3:43,114986,30535
3,26,2012,3:45,114986,30535
3,26,2012,3:47,114986,30535
3,26,2012,3:49,114986,30535
3,26,2012,3:51,114986,30536
3,26,2012,3:51,114986,30535
3,26,2012,3:53,114986,30536
3,26,2012,3:56,114986,30535
3,26,2012,3:57,114986,30536
3,26,2012,3:59,114986,30536
3,26,2012,4:00,114986,30535
3,26,2012,4:01,114986,30536
3,26,2012,4:02,114986,30535
3,26,2012,4:04,114986,30535
3,26,2012,4:06,114986,30535
3,26,2012,4:08,114986,30535
3,26,2012,4:08,114986,30536
3,26,2012,4:09,114986,30535
3,26,2012,4:12,114986,30536
3,26,2012,4:13,114986,30535
3,26,2012,4:16,114986,30535
3,26,2012,4:17,114986,30536
3,26,2012,4:18,114986,30535
3,26,2012,4:19,114986,30536
3,26,2012,4:21,114986,30536
3,26,2012,4:23,114986,45061
3,26,2012,4:24,114986,30536
3,26,2012,4:25,114986,30536
3,26,2012,4:28,114986,46420
3,26,2012,4:28,114986,30536
3,26,2012,4:29,114986,30535
3,26,2012,4:30,114986,30536
3,26,2012,4:33,114986,30536
3,26,2012,4:35,114986,30536
3,26,2012,4:36,114986,30536
3,26,2012,4:36,114986,30535
3,26,2012,4:37,114986,30536
3,26,2012,4:39,114986,30536
3,26,2012,4:41,114986,30536
3,26,2012,4:41,114986,30535
3,26,2012,4:43,114986,30536
3,26,2012,4:45,114986,30536
3,26,2012,4:47,114986,30536
