Month,Day,Year,Time,Receiver,Transmitter
3,10,2011,4:54,100955,6832
3,10,2011,5:01,100955,6832
3,10,2011,5:04,100955,6832
3,10,2011,5:05,100955,6832
3,10,2011,5:06,100955,6832
3,10,2011,5:07,100955,6832
3,10,2011,5:10,100955,6832
3,10,2011,5:11,100955,6832
3,10,2011,5:11,100955,6832
3,10,2011,5:12,100955,6832
3,10,2011,5:13,100955,6832
3,10,2011,5:13,100955,6832
3,10,2011,5:17,100955,6832
3,10,2011,5:18,100955,6832
3,10,2011,5:19,100955,6832
3,10,2011,5:20,100955,6832
3,10,2011,5:21,100955,6832
3,10,2011,5:22,100955,6832
3,10,2011,5:22,100955,6832
3,10,2011,5:24,100955,6832
3,10,2011,5:26,100955,6832
3,10,2011,5:27,100955,6832
3,10,2011,5:28,100955,6832
3,10,2011,5:34,100955,6832
3,10,2011,5:35,100955,6832
3,10,2011,5:41,100955,6832
3,10,2011,5:42,100955,6832
3,10,2011,5:43,100955,6832
3,10,2011,5:45,100955,6832
3,10,2011,5:47,100955,6832
3,10,2011,5:48,100955,6832
3,10,2011,5:50,100955,6832
3,10,2011,5:51,100955,6832
3,10,2011,5:53,100955,6832
3,10,2011,5:56,100955,6832
3,10,2011,5:59,100955,6832
3,15,2011,1:23,100955,46148
3,15,2011,1:31,100955,46148
3,15,2011,1:33,100955,46148
3,15,2011,1:35,100955,46148
3,15,2011,1:42,100955,46148
3,15,2011,1:50,100955,46148
3,15,2011,1:53,100955,46148
3,16,2011,8:59,100955,46148
3,16,2011,9:00,100955,46148
3,16,2011,9:20,100955,46148
3,16,2011,9:23,100955,46148
3,16,2011,9:24,100955,46148
3,16,2011,9:31,100955,46148
3,16,2011,9:32,100955,46148
3,16,2011,9:36,100955,46148
3,16,2011,9:37,100955,46148
3,16,2011,9:43,100955,46148
3,16,2011,9:45,100955,46148
3,16,2011,9:47,100955,46148
3,16,2011,9:48,100955,46148
3,16,2011,9:50,100955,46148
3,16,2011,9:53,100955,46148
3,16,2011,9:55,100955,46148
3,16,2011,9:57,100955,46148
3,16,2011,9:58,100955,46148
3,16,2011,10:00,100955,46148
3,16,2011,10:01,100955,46148
3,16,2011,10:03,100955,46148
3,16,2011,10:05,100955,46148
3,16,2011,10:07,100955,46148
3,16,2011,10:08,100955,46148
3,16,2011,10:10,100955,46148
3,16,2011,10:11,100955,46148
3,16,2011,10:12,100955,46148
3,16,2011,10:14,100955,46148
3,16,2011,10:16,100955,46148
3,16,2011,10:17,100955,46148
3,16,2011,10:19,100955,46148
3,16,2011,10:21,100955,46148
3,16,2011,10:22,100955,46148
3,16,2011,10:23,100955,46148
3,16,2011,10:24,100955,46148
3,16,2011,10:26,100955,46148
3,16,2011,10:27,100955,46148
3,16,2011,10:29,100955,46148
3,16,2011,10:31,100955,46148
3,16,2011,10:33,100955,46148
3,16,2011,10:35,100955,46148
3,16,2011,10:37,100955,46148
3,16,2011,10:39,100955,46148
3,16,2011,10:40,100955,46148
3,16,2011,10:42,100955,46148
3,16,2011,10:43,100955,46148
3,16,2011,10:45,100955,46148
3,16,2011,10:47,100955,46148
3,16,2011,10:48,100955,46148
3,16,2011,10:50,100955,46148
3,16,2011,10:54,100955,46148
3,16,2011,10:56,100955,46148
3,16,2011,10:59,100955,46148
3,16,2011,11:01,100955,46148
3,16,2011,11:20,100955,46148
3,16,2011,16:09,100955,46147
3,16,2011,16:12,100955,46147
3,16,2011,16:20,100955,46147
3,16,2011,16:25,100955,46147
3,16,2011,16:33,100955,46147
3,16,2011,16:44,100955,46147
3,16,2011,16:59,100955,46147
3,16,2011,21:32,100955,46147
3,16,2011,21:51,100955,46147
3,16,2011,21:57,100955,46147
3,16,2011,21:58,100955,46147
3,16,2011,22:06,100955,46147
3,16,2011,22:10,100955,46147
3,16,2011,22:49,100955,46147
3,16,2011,23:13,100955,46147
3,16,2011,23:15,100955,46147
3,16,2011,23:18,100955,46147
3,16,2011,23:19,100955,46147
3,16,2011,23:20,100955,46147
3,16,2011,23:22,100955,46147
3,16,2011,23:23,100955,46147
3,16,2011,23:25,100955,46147
3,16,2011,23:26,100955,46147
3,16,2011,23:27,100955,46147
3,16,2011,23:33,100955,46147
3,16,2011,23:45,100955,46147
3,16,2011,23:46,100955,46147
3,16,2011,23:55,100955,46147
3,16,2011,23:56,100955,46147
3,16,2011,23:58,100955,46147
3,17,2011,0:01,100955,46147
3,17,2011,0:03,100955,46147
3,17,2011,0:05,100955,46147
3,17,2011,0:06,100955,46147
3,17,2011,0:08,100955,46147
3,17,2011,0:09,100955,46147
3,17,2011,0:10,100955,46147
3,17,2011,0:11,100955,46147
3,17,2011,0:13,100955,46147
3,17,2011,0:18,100955,46147
3,17,2011,0:20,100955,46147
3,17,2011,0:21,100955,46147
3,17,2011,0:22,100955,46147
3,17,2011,0:24,100955,46147
3,17,2011,0:26,100955,46147
3,17,2011,0:27,100955,46147
3,17,2011,0:29,100955,46147
3,17,2011,0:31,100955,46147
3,17,2011,0:32,100955,46147
3,17,2011,0:35,100955,46147
3,17,2011,0:37,100955,46147
3,17,2011,0:39,100955,46147
3,17,2011,0:43,100955,46147
3,17,2011,0:45,100955,46147
3,17,2011,0:47,100955,46147
3,17,2011,0:49,100955,46147
3,17,2011,0:51,100955,46147
3,17,2011,0:54,100955,46147
3,17,2011,0:55,100955,46147
3,17,2011,0:56,100955,46147
3,17,2011,0:58,100955,46147
3,17,2011,0:59,100955,46147
3,17,2011,1:01,100955,46147
3,17,2011,1:03,100955,46147
3,17,2011,1:06,100955,46147
3,17,2011,1:08,100955,46147
3,17,2011,1:10,100955,46147
3,17,2011,1:11,100955,46147
3,17,2011,1:13,100955,46147
3,17,2011,1:15,100955,46147
3,17,2011,1:19,100955,46147
3,17,2011,1:20,100955,46147
3,17,2011,1:22,100955,46147
3,17,2011,1:23,100955,46147
3,17,2011,1:25,100955,46147
3,17,2011,1:27,100955,46147
3,17,2011,1:29,100955,46147
3,17,2011,1:33,100955,46147
3,17,2011,1:35,100955,46147
3,17,2011,1:39,100955,46147
3,17,2011,1:41,100955,46147
3,17,2011,1:42,100955,46147
3,17,2011,1:44,100955,46147
3,17,2011,1:46,100955,46147
3,17,2011,1:47,100955,46147
3,17,2011,1:49,100955,46147
3,17,2011,1:50,100955,46147
3,17,2011,1:51,100955,46147
3,17,2011,1:52,100955,46147
3,17,2011,1:54,100955,46147
3,17,2011,1:56,100955,46147
3,17,2011,1:57,100955,46147
3,17,2011,1:59,100955,46147
3,17,2011,2:01,100955,46147
3,17,2011,2:02,100955,46147
3,17,2011,2:03,100955,46147
3,17,2011,2:04,100955,46147
3,17,2011,2:05,100955,46147
3,17,2011,2:06,100955,46147
3,17,2011,2:08,100955,46147
3,17,2011,2:10,100955,46147
3,17,2011,2:11,100955,46147
3,17,2011,2:13,100955,46147
3,17,2011,2:14,100955,46147
3,17,2011,2:16,100955,46147
3,17,2011,2:17,100955,46147
3,17,2011,2:19,100955,46147
3,17,2011,2:21,100955,46147
3,17,2011,2:23,100955,46147
3,17,2011,2:24,100955,46147
3,17,2011,2:26,100955,46147
3,17,2011,2:28,100955,46147
3,17,2011,2:32,100955,46147
3,17,2011,2:33,100955,46147
3,17,2011,2:34,100955,46147
3,17,2011,2:36,100955,46147
3,17,2011,2:42,100955,46147
3,17,2011,2:46,100955,46147
3,17,2011,2:48,100955,46147
3,17,2011,2:49,100955,46147
3,17,2011,2:51,100955,46147
3,17,2011,2:56,100955,46147
3,17,2011,2:58,100955,46147
3,17,2011,3:02,100955,46147
3,17,2011,3:03,100955,46147
3,17,2011,3:06,100955,46147
3,17,2011,3:10,100955,46147
3,17,2011,3:12,100955,46147
3,17,2011,3:16,100955,46147
3,17,2011,3:17,100955,46147
3,17,2011,3:19,100955,46147
3,17,2011,3:20,100955,46147
3,17,2011,3:22,100955,46147
3,17,2011,3:24,100955,46147
3,17,2011,3:26,100955,46147
3,17,2011,3:28,100955,46147
3,17,2011,3:29,100955,46147
3,17,2011,3:31,100955,46147
3,17,2011,3:33,100955,46147
3,17,2011,3:35,100955,46147
3,17,2011,3:36,100955,46147
3,17,2011,3:38,100955,46147
3,17,2011,3:40,100955,46147
3,17,2011,3:41,100955,46147
3,17,2011,3:42,100955,46147
3,17,2011,3:44,100955,46147
3,17,2011,3:46,100955,46147
3,17,2011,3:48,100955,46147
3,17,2011,3:49,100955,46147
3,17,2011,3:51,100955,46147
3,17,2011,3:53,100955,46147
3,17,2011,3:55,100955,46147
3,17,2011,3:56,100955,46147
3,17,2011,3:58,100955,46147
3,17,2011,4:00,100955,46147
3,17,2011,4:02,100955,46147
3,17,2011,4:04,100955,46147
3,17,2011,4:06,100955,46147
3,17,2011,4:07,100955,46147
3,17,2011,4:09,100955,46147
3,17,2011,4:11,100955,46147
3,17,2011,4:12,100955,46147
3,17,2011,4:13,100955,46147
3,17,2011,4:15,100955,46147
3,17,2011,4:17,100955,46147
3,17,2011,4:18,100955,46147
3,17,2011,4:20,100955,46147
3,17,2011,4:21,100955,46147
3,17,2011,4:23,100955,46147
3,17,2011,4:24,100955,46147
3,17,2011,4:26,100955,46147
3,17,2011,4:27,100955,46147
3,17,2011,4:28,100955,46147
3,17,2011,4:29,100955,46147
3,17,2011,4:33,100955,46147
3,17,2011,4:35,100955,46147
3,17,2011,4:37,100955,46147
3,17,2011,4:39,100955,46147
3,17,2011,4:41,100955,46147
3,17,2011,4:43,100955,46147
3,17,2011,4:44,100955,46147
3,17,2011,4:46,100955,46147
3,17,2011,4:47,100955,46147
3,17,2011,4:48,100955,46147
3,17,2011,4:52,100955,46147
3,17,2011,4:54,100955,46147
3,17,2011,4:55,100955,46147
3,17,2011,4:56,100955,46147
3,17,2011,4:57,100955,46147
3,17,2011,4:59,100955,46147
3,17,2011,5:02,100955,46147
3,17,2011,5:04,100955,46147
3,17,2011,5:05,100955,46147
3,17,2011,5:06,100955,46147
3,17,2011,5:07,100955,46147
3,17,2011,5:08,100955,46147
3,17,2011,5:10,100955,46147
3,17,2011,5:11,100955,46147
3,17,2011,5:13,100955,46147
3,17,2011,5:15,100955,46147
3,17,2011,5:18,100955,46147
3,17,2011,5:21,100955,46147
3,17,2011,5:24,100955,46147
3,17,2011,5:25,100955,46147
3,17,2011,5:27,100955,46147
3,17,2011,5:28,100955,46147
3,17,2011,5:30,100955,46147
3,17,2011,5:32,100955,46147
3,17,2011,5:33,100955,46147
3,17,2011,5:36,100955,46147
3,17,2011,5:38,100955,46147
3,17,2011,5:40,100955,46147
3,17,2011,5:41,100955,46147
3,17,2011,5:42,100955,46147
3,17,2011,5:43,100955,46147
3,17,2011,5:45,100955,46147
3,17,2011,5:46,100955,46147
3,17,2011,5:48,100955,46147
3,17,2011,5:49,100955,46147
3,17,2011,5:50,100955,46147
3,17,2011,5:51,100955,46147
3,17,2011,5:53,100955,46147
3,17,2011,5:54,100955,46147
