Month,Day,Year,Time,Receiver,Transmitter
9,24,2010,13:52,110873,48368
9,30,2010,21:44,110873,48368
9,30,2010,22:36,110873,48368
9,30,2010,22:49,110873,48368
9,30,2010,22:50,110873,48368
9,30,2010,22:51,110873,48368
9,30,2010,22:52,110873,48368
9,30,2010,22:53,110873,48368
9,30,2010,22:54,110873,48368
9,30,2010,22:55,110873,48368
9,30,2010,22:57,110873,48368
9,30,2010,22:58,110873,48368
9,30,2010,23:04,110873,48368
9,30,2010,23:06,110873,48368
9,30,2010,23:29,110873,48368
10,1,2010,12:23,110873,48368
10,1,2010,12:46,110873,48368
10,1,2010,22:18,110873,48368
10,1,2010,22:21,110873,48368
10,1,2010,22:25,110873,48368
10,1,2010,22:33,110873,48368
10,1,2010,22:34,110873,48368
10,1,2010,22:36,110873,48368
10,1,2010,22:37,110873,48368
10,1,2010,22:39,110873,48368
10,1,2010,22:41,110873,48368
10,1,2010,22:43,110873,48368
10,1,2010,22:44,110873,48368
10,1,2010,22:46,110873,48368
10,1,2010,22:47,110873,48368
10,1,2010,22:51,110873,48368
10,1,2010,22:52,110873,48368
10,1,2010,22:53,110873,48368
10,1,2010,22:54,110873,48368
10,1,2010,22:55,110873,48368
10,1,2010,22:57,110873,48368
10,1,2010,22:58,110873,48368
10,1,2010,23:01,110873,48368
10,1,2010,23:06,110873,48368
10,1,2010,23:12,110873,48368
10,1,2010,23:14,110873,48368
10,1,2010,23:17,110873,48368
10,1,2010,23:19,110873,48368
10,1,2010,23:21,110873,48368
10,1,2010,23:23,110873,48368
10,1,2010,23:24,110873,48368
10,1,2010,23:29,110873,48368
10,1,2010,23:31,110873,48368
10,1,2010,23:32,110873,48368
10,1,2010,23:35,110873,48368
10,1,2010,23:36,110873,48368
10,1,2010,23:40,110873,48368
10,1,2010,23:42,110873,48368
10,1,2010,23:43,110873,48368
10,1,2010,23:44,110873,48368
10,1,2010,23:45,110873,48368
10,1,2010,23:47,110873,48368
10,1,2010,23:54,110873,48368
10,1,2010,23:55,110873,48368
10,1,2010,23:56,110873,48368
10,1,2010,23:57,110873,48368
10,1,2010,23:59,110873,48368
10,2,2010,0:02,110873,48368
10,2,2010,0:04,110873,48368
10,2,2010,0:05,110873,48368
10,2,2010,0:07,110873,48368
10,2,2010,0:08,110873,48368
10,2,2010,0:15,110873,48368
10,2,2010,5:32,110873,48368
10,2,2010,6:09,110873,48368
10,2,2010,11:11,110873,48368
10,2,2010,11:33,110873,48368
10,2,2010,11:36,110873,48368
10,2,2010,11:37,110873,48368
10,2,2010,11:38,110873,48368
10,2,2010,11:56,110873,48368
10,4,2010,18:06,105266,46576
10,4,2010,19:11,105266,46576
10,4,2010,20:07,105266,46576
10,4,2010,20:08,105266,46576
10,4,2010,20:14,105266,46576
10,4,2010,21:03,105266,46576
10,4,2010,21:04,105266,46576
10,4,2010,21:18,105266,46576
10,4,2010,21:39,105266,46576
10,4,2010,21:41,105266,46576
10,4,2010,22:17,105266,46576
10,4,2010,22:30,105266,46576
10,4,2010,22:31,105266,46576
10,4,2010,22:35,105266,46576
10,4,2010,22:44,105266,46576
10,4,2010,22:52,105266,46576
10,4,2010,23:39,105266,46576
10,4,2010,23:43,105266,46576
10,4,2010,23:46,105266,46576
10,4,2010,23:53,105266,46576
10,4,2010,23:58,105266,46576
10,5,2010,0:09,105266,46576
10,5,2010,0:16,105266,46576
10,5,2010,0:29,105266,46576
10,5,2010,0:32,105266,46576
10,5,2010,0:42,105266,46576
10,5,2010,0:45,105266,46576
10,5,2010,0:50,105266,46576
10,5,2010,1:04,105266,46576
10,5,2010,1:07,105266,46576
10,5,2010,2:06,105266,46576
10,5,2010,2:10,105266,46576
10,5,2010,2:12,105266,46576
10,5,2010,2:21,105266,46576
10,5,2010,2:31,105266,46576
10,5,2010,2:35,105266,46576
10,5,2010,2:43,105266,46576
10,5,2010,2:53,105266,46576
10,5,2010,3:02,105266,46576
10,5,2010,3:07,105266,46576
10,5,2010,3:19,105266,46576
10,5,2010,3:21,105266,46576
10,5,2010,3:22,105266,46576
10,5,2010,3:39,105266,46576
10,5,2010,3:41,105266,46576
10,5,2010,3:46,105266,46576
10,5,2010,3:50,105266,46576
10,5,2010,3:53,105266,46576
10,5,2010,3:54,105266,46576
10,5,2010,4:04,105266,46576
10,5,2010,4:07,105266,46576
10,5,2010,4:11,105266,46576
10,5,2010,4:13,105266,46576
10,5,2010,4:14,105266,46576
10,5,2010,4:18,105266,46576
10,5,2010,4:27,105266,46576
10,5,2010,4:30,105266,46576
10,5,2010,4:32,105266,46576
10,5,2010,4:34,105266,46576
10,5,2010,4:36,105266,46576
10,5,2010,4:37,105266,46576
10,5,2010,4:39,105266,46576
10,5,2010,4:49,105266,46576
10,5,2010,4:52,105266,46576
10,5,2010,4:57,105266,46576
10,5,2010,5:00,105266,46576
10,5,2010,5:01,105266,46576
10,5,2010,5:04,105266,46576
10,5,2010,5:06,105266,46576
10,5,2010,5:11,105266,46576
10,5,2010,5:13,105266,46576
10,5,2010,5:14,105266,46576
10,5,2010,5:17,105266,46576
10,5,2010,5:18,105266,46576
10,5,2010,5:21,105266,46576
10,5,2010,5:22,105266,46576
10,5,2010,5:24,105266,46576
10,5,2010,5:25,105266,46576
10,5,2010,5:29,105266,46576
10,5,2010,5:31,105266,46576
10,5,2010,5:33,105266,46576
10,5,2010,5:35,105266,46576
10,5,2010,5:36,105266,46576
10,5,2010,5:40,105266,46576
10,5,2010,5:47,105266,46576
10,5,2010,5:51,105266,46576
10,5,2010,5:53,105266,46576
10,5,2010,5:56,105266,46576
10,5,2010,6:04,105266,46576
10,5,2010,6:06,105266,46576
10,5,2010,6:55,105266,46576
10,5,2010,6:59,105266,46576
10,5,2010,7:27,105266,46576
10,5,2010,8:23,105266,46576
10,5,2010,9:28,105266,46576
10,5,2010,9:41,105266,46576
10,5,2010,10:06,105266,46576
10,5,2010,10:22,105266,46576
10,5,2010,10:45,105266,46576
10,5,2010,11:27,105266,46576
10,5,2010,11:29,105266,46576
10,5,2010,11:32,105266,46576
10,5,2010,11:36,105266,46576
10,5,2010,11:40,105266,46576
10,5,2010,11:42,105266,46576
10,5,2010,11:47,105266,46576
10,5,2010,11:48,105266,46576
10,5,2010,11:51,105266,46576
10,5,2010,12:01,105266,46576
10,5,2010,12:07,105266,46576
10,5,2010,12:09,105266,46576
10,5,2010,12:13,105266,46576
10,5,2010,13:21,105266,46576
10,5,2010,13:47,105266,46576
10,5,2010,13:51,105266,46576
10,5,2010,13:59,105266,46576
10,5,2010,14:00,105266,46576
10,5,2010,14:09,105266,46576
10,5,2010,14:15,105266,46576
10,5,2010,14:17,105266,46576
10,5,2010,14:33,105266,46576
10,5,2010,14:37,105266,46576
10,5,2010,14:38,105266,46576
10,5,2010,14:39,105266,46576
10,5,2010,14:41,105266,46576
10,5,2010,15:06,105266,46576
10,5,2010,15:28,105266,46576
10,5,2010,15:57,105266,46576
10,5,2010,16:28,105266,46576
10,5,2010,16:30,105266,46576
10,5,2010,16:45,105266,46576
10,5,2010,16:53,105266,46576
10,5,2010,17:16,105266,46576
10,5,2010,17:31,105266,46576
10,5,2010,17:36,105266,46576
10,5,2010,17:44,105266,46576
10,5,2010,17:54,105266,46576
10,5,2010,17:57,105266,46576
10,5,2010,18:01,105266,46576
10,5,2010,18:04,105266,46576
10,5,2010,18:07,105266,46576
10,5,2010,18:10,105266,46576
10,5,2010,18:18,105266,46576
10,5,2010,18:27,105266,46576
10,5,2010,18:48,105266,46576
10,5,2010,18:51,105266,46576
10,5,2010,18:53,105266,46576
10,5,2010,18:55,105266,46576
10,5,2010,18:58,105266,46576
10,5,2010,18:59,105266,46576
10,5,2010,19:01,105266,46576
10,5,2010,19:03,105266,46576
10,5,2010,19:06,105266,46576
10,5,2010,19:07,105266,46576
10,5,2010,19:11,105266,46576
10,5,2010,19:12,105266,46576
10,5,2010,19:16,105266,46576
10,5,2010,19:20,105266,46576
10,5,2010,19:26,105266,46576
10,5,2010,19:27,105266,46576
10,5,2010,19:35,105266,46576
10,5,2010,19:41,105266,46576
10,5,2010,19:43,105266,46576
10,5,2010,19:44,105266,46576
10,5,2010,19:46,105266,46576
10,5,2010,19:50,105266,46576
10,5,2010,19:51,105266,46576
10,5,2010,19:52,105266,46576
10,5,2010,19:53,105266,46576
10,5,2010,19:54,105266,46576
10,5,2010,19:55,105266,46576
10,5,2010,20:05,105266,46576
10,5,2010,20:06,105266,46576
10,5,2010,20:09,105266,46576
10,5,2010,20:13,105266,46576
10,5,2010,20:15,105266,46576
10,5,2010,20:18,105266,46576
10,5,2010,20:25,105266,46576
10,5,2010,20:26,105266,46576
10,5,2010,20:28,105266,46576
10,5,2010,20:32,105266,46576
10,5,2010,20:43,105266,46576
10,5,2010,21:02,105266,46576
10,5,2010,21:10,105266,46576
10,5,2010,21:17,105266,46576
10,5,2010,21:20,105266,46576
10,5,2010,21:22,105266,46576
10,5,2010,21:23,105266,46576
10,5,2010,21:25,105266,46576
10,5,2010,21:28,105266,46576
10,5,2010,21:32,105266,46576
10,5,2010,21:34,105266,46576
10,5,2010,21:35,105266,46576
10,5,2010,21:37,105266,46576
10,5,2010,21:38,105266,46576
10,5,2010,21:40,105266,46576
10,5,2010,21:43,105266,46576
10,5,2010,21:44,105266,46576
10,5,2010,21:46,105266,46576
10,5,2010,21:48,105266,46576
10,5,2010,21:50,105266,46576
10,5,2010,21:52,105266,46576
10,5,2010,21:53,105266,46576
10,5,2010,21:54,105266,46576
10,5,2010,21:55,105266,46576
10,5,2010,21:58,105266,46576
10,5,2010,22:00,105266,46576
10,5,2010,22:01,105266,46576
10,5,2010,22:03,105266,46576
10,5,2010,22:05,105266,46576
10,5,2010,22:10,105266,46576
10,5,2010,22:12,105266,46576
10,5,2010,22:14,105266,46576
10,5,2010,22:16,105266,46576
10,5,2010,22:18,105266,46576
10,5,2010,22:20,105266,46576
10,5,2010,22:26,105266,46576
10,5,2010,22:36,105266,46576
10,5,2010,22:37,105266,46576
10,5,2010,22:40,105266,46576
10,5,2010,22:46,105266,46576
10,5,2010,22:49,105266,46576
10,5,2010,22:51,105266,46576
10,5,2010,22:52,105266,46576
10,5,2010,22:53,105266,46576
10,5,2010,22:55,105266,46576
10,5,2010,23:04,105266,46576
10,5,2010,23:06,105266,46576
10,5,2010,23:08,105266,46576
10,5,2010,23:10,105266,46576
10,5,2010,23:13,105266,46576
10,5,2010,23:15,105266,46576
10,5,2010,23:17,105266,46576
10,5,2010,23:18,105266,46576
10,5,2010,23:22,105266,46576
10,5,2010,23:26,105266,46576
10,5,2010,23:28,105266,46576
10,5,2010,23:31,105266,46576
10,5,2010,23:37,105266,46576
10,5,2010,23:43,105266,46576
10,6,2010,0:10,105266,46576
10,6,2010,1:34,105266,46576
10,6,2010,1:35,105266,46576
10,6,2010,1:40,105266,46576
10,6,2010,1:52,105266,46576
10,6,2010,2:27,105266,46576
10,6,2010,2:43,105266,46576
10,6,2010,3:24,105266,46576
10,6,2010,3:25,105266,46576
10,6,2010,3:33,105266,46576
10,6,2010,3:43,105266,46576
10,6,2010,3:47,105266,46576
10,6,2010,4:39,105266,46576
10,6,2010,4:45,105266,46576
10,6,2010,4:47,105266,46576
10,6,2010,4:49,105266,46576
10,6,2010,4:51,105266,46576
10,6,2010,5:07,105266,46576
10,6,2010,5:11,105266,46576
10,6,2010,5:12,105266,46576
10,6,2010,6:33,105266,46576
10,6,2010,6:49,105266,46576
10,6,2010,7:13,105266,46576
10,6,2010,8:24,105266,46576
10,6,2010,8:36,105266,46576
10,6,2010,9:05,105266,46576
10,6,2010,9:22,105266,46576
10,6,2010,9:37,105266,46576
10,6,2010,10:27,105266,46576
